tournament,player,team,buzz_position,value,answer,category,question_number,round
2025 ACF Nationals,Thomas Tibbetts,UCF,127,10,forests,Literature - World Literature,7,11
2025 ACF Nationals,Gavin Markoff,Vanderbilt,142,10,forests,Literature - World Literature,7,11
2025 ACF Nationals,Eshan Pant,NYU,125,10,forests,Literature - World Literature,7,11
2025 ACF Nationals,Caleb Ott,Waterloo B,98,10,forests,Literature - World Literature,7,11
2025 ACF Nationals,Jem Burch,Yale,79,10,nails,Science - Biology,8,11
2025 ACF Nationals,Jay Kim,Chicago B,106,10,nails,Science - Biology,8,11
2025 ACF Nationals,Moses Kitakule,Columbia A,37,10,nails,Science - Biology,8,11
2025 ACF Nationals,Henry Bon,Winona State,90,10,nails,Science - Biology,8,11
2025 ACF Nationals,Tiffany Zhou,Florida,110,10,nails,Science - Biology,8,11
2025 ACF Nationals,Andrew Wang,Illinois A,17,10,nails,Science - Biology,8,11
2025 ACF Nationals,Alex Akridge,Indiana,82,10,nails,Science - Biology,8,11
2025 ACF Nationals,Conor Thompson,Iowa State,83,10,nails,Science - Biology,8,11
2025 ACF Nationals,Sinecio Morales,Johns Hopkins,70,10,nails,Science - Biology,8,11
2025 ACF Nationals,Jonathan Huang,MIT,74,10,nails,Science - Biology,8,11
2025 ACF Nationals,Andy Yu,Maryland,80,10,nails,Science - Biology,8,11
2025 ACF Nationals,Soren Heydari,North Carolina B,69,-5,nails,Science - Biology,8,11
2025 ACF Nationals,Sarod Nori,Cornell B,127,10,nails,Science - Biology,8,11
2025 ACF Nationals,Maude-Sophie Lockman,Ottawa,91,10,nails,Science - Biology,8,11
2025 ACF Nationals,Albert Yingzhi Nyang,LSE,81,10,nails,Science - Biology,8,11
2025 ACF Nationals,Todd Maslyk,Michigan,76,10,nails,Science - Biology,8,11
2025 ACF Nationals,Kushal Aluru,Rutgers,75,10,nails,Science - Biology,8,11
2025 ACF Nationals,Michael Du,Waterloo A,84,10,nails,Science - Biology,8,11
2025 ACF Nationals,Jisoo Yoo,Texas,74,-5,nails,Science - Biology,8,11
2025 ACF Nationals,Raymond Chen,Toronto B,127,10,nails,Science - Biology,8,11
2025 ACF Nationals,Annabelle Yang,WUSTL A,27,10,nails,Science - Biology,8,11
2025 ACF Nationals,Puna Ekka,Minnesota,80,10,nails,Science - Biology,8,11
2025 ACF Nationals,Shiva Tegulla,UCF,80,10,nails,Science - Biology,8,11
2025 ACF Nationals,Alan Wu,Vanderbilt,110,10,nails,Science - Biology,8,11
2025 ACF Nationals,Collin Nadarajah,WUSTL B,47,10,nails,Science - Biology,8,11
2025 ACF Nationals,Russell Nip,British Columbia,74,10,nails,Science - Biology,8,11
2025 ACF Nationals,Jem Burch,Yale,110,-5,kabuki performances,Fine Arts - Other Fine Arts,9,11
2025 ACF Nationals,Stefan Stealey-Euchner,Arizona State,135,0,kabuki performances,Fine Arts - Other Fine Arts,9,11
2025 ACF Nationals,James McCurley,Harvard,107,-5,kabuki performances,Fine Arts - Other Fine Arts,9,11
2025 ACF Nationals,Alvin Guo,Chicago B,135,10,kabuki performances,Fine Arts - Other Fine Arts,9,11
2025 ACF Nationals,Eve Fleisig,UC Berkeley A,101,-5,kabuki performances,Fine Arts - Other Fine Arts,9,11
2025 ACF Nationals,Cooper Roh,Columbia A,135,10,kabuki performances,Fine Arts - Other Fine Arts,9,11
2025 ACF Nationals,Olin Bose,Columbia B,135,10,kabuki performances,Fine Arts - Other Fine Arts,9,11
2025 ACF Nationals,Qingyu Zhang,Florida,114,10,kabuki performances,Fine Arts - Other Fine Arts,9,11
2025 ACF Nationals,Andrew Wang,Illinois A,89,10,kabuki performances,Fine Arts - Other Fine Arts,9,11
2025 ACF Nationals,Jakob Myers,Indiana,79,10,kabuki performances,Fine Arts - Other Fine Arts,9,11
2025 ACF Nationals,Jeffrey Xu,Georgia Tech,74,-5,kabuki performances,Fine Arts - Other Fine Arts,9,11
2025 ACF Nationals,Guy Indorante,Iowa State,135,10,kabuki performances,Fine Arts - Other Fine Arts,9,11
2025 ACF Nationals,Sinecio Morales,Johns Hopkins,135,10,kabuki performances,Fine Arts - Other Fine Arts,9,11
2025 ACF Nationals,Eric Chang,Virginia Tech,120,-5,kabuki performances,Fine Arts - Other Fine Arts,9,11
2025 ACF Nationals,Yrwin Batan,MIT,135,10,kabuki performances,Fine Arts - Other Fine Arts,9,11
2025 ACF Nationals,Roxanne Tang,Ohio State,121,10,kabuki performances,Fine Arts - Other Fine Arts,9,11
2025 ACF Nationals,Soren Heydari,North Carolina B,121,10,kabuki performances,Fine Arts - Other Fine Arts,9,11
2025 ACF Nationals,Anuttam Ramji,UC Berkeley B,109,-5,kabuki performances,Fine Arts - Other Fine Arts,9,11
2025 ACF Nationals,Maude-Sophie Lockman,Ottawa,135,10,kabuki performances,Fine Arts - Other Fine Arts,9,11
2025 ACF Nationals,Ani Perumalla,Penn State,89,-5,kabuki performances,Fine Arts - Other Fine Arts,9,11
2025 ACF Nationals,Cormac Beirne,LSE,135,0,kabuki performances,Fine Arts - Other Fine Arts,9,11
2025 ACF Nationals,Chris Scheri,RIT,89,-5,kabuki performances,Fine Arts - Other Fine Arts,9,11
2025 ACF Nationals,Todd Maslyk,Michigan,135,10,kabuki performances,Fine Arts - Other Fine Arts,9,11
2025 ACF Nationals,Kushal Aluru,Rutgers,118,10,kabuki performances,Fine Arts - Other Fine Arts,9,11
2025 ACF Nationals,Jared He,Waterloo A,112,-5,kabuki performances,Fine Arts - Other Fine Arts,9,11
2025 ACF Nationals,Tim Morrison,Stanford,135,0,kabuki performances,Fine Arts - Other Fine Arts,9,11
2025 ACF Nationals,Jisoo Yoo,Texas,124,10,kabuki performances,Fine Arts - Other Fine Arts,9,11
2025 ACF Nationals,Annabelle Yang,WUSTL A,98,10,kabuki performances,Fine Arts - Other Fine Arts,9,11
2025 ACF Nationals,Foster Hughes,Minnesota,71,10,kabuki performances,Fine Arts - Other Fine Arts,9,11
2025 ACF Nationals,Thomas Tibbetts,UCF,135,10,kabuki performances,Fine Arts - Other Fine Arts,9,11
2025 ACF Nationals,Joseph Chambers,Virginia,135,10,kabuki performances,Fine Arts - Other Fine Arts,9,11
2025 ACF Nationals,June Yin,WUSTL B,135,0,kabuki performances,Fine Arts - Other Fine Arts,9,11
2025 ACF Nationals,Ryan Rosenberg,NYU,135,10,kabuki performances,Fine Arts - Other Fine Arts,9,11
2025 ACF Nationals,Micah Colman,Waterloo B,117,-5,kabuki performances,Fine Arts - Other Fine Arts,9,11
2025 ACF Nationals,Tai Belke,British Columbia,135,10,kabuki performances,Fine Arts - Other Fine Arts,9,11
2025 ACF Nationals,Skand Parvatikar,Arizona State,114,10,the Egyptian–Hittite peace treaty,Any History,10,11
2025 ACF Nationals,Ezra Santos,Chicago B,67,-5,the Egyptian–Hittite peace treaty,Any History,10,11
2025 ACF Nationals,Michael Kearney,Harvard,132,10,the Egyptian–Hittite peace treaty,Any History,10,11
2025 ACF Nationals,Cooper Roh,Columbia A,61,10,the Egyptian–Hittite peace treaty,Any History,10,11
2025 ACF Nationals,Henry Bon,Winona State,92,10,the Egyptian–Hittite peace treaty,Any History,10,11
2025 ACF Nationals,Qingyu Zhang,Florida,100,10,the Egyptian–Hittite peace treaty,Any History,10,11
2025 ACF Nationals,Justin Wytmar,Illinois A,82,-5,the Egyptian–Hittite peace treaty,Any History,10,11
2025 ACF Nationals,Claire Jones,Chicago A,132,10,the Egyptian–Hittite peace treaty,Any History,10,11
2025 ACF Nationals,Chris Sims,Northwestern,96,-5,the Egyptian–Hittite peace treaty,Any History,10,11
2025 ACF Nationals,Danila Kabotyanski,Indiana,132,10,the Egyptian–Hittite peace treaty,Any History,10,11
2025 ACF Nationals,Jeffrey Xu,Georgia Tech,127,10,the Egyptian–Hittite peace treaty,Any History,10,11
2025 ACF Nationals,Sinecio Morales,Johns Hopkins,122,-5,the Egyptian–Hittite peace treaty,Any History,10,11
2025 ACF Nationals,Nathan Zhang,Cornell A,132,10,the Egyptian–Hittite peace treaty,Any History,10,11
2025 ACF Nationals,Noah Chin,Virginia Tech,82,10,the Egyptian–Hittite peace treaty,Any History,10,11
2025 ACF Nationals,Gus Vanskike,Maryland,125,10,the Egyptian–Hittite peace treaty,Any History,10,11
2025 ACF Nationals,Sarod Nori,Cornell B,122,10,the Egyptian–Hittite peace treaty,Any History,10,11
2025 ACF Nationals,Vinu Harihar,UC Berkeley B,97,-5,the Egyptian–Hittite peace treaty,Any History,10,11
2025 ACF Nationals,Adrian Wong,Ottawa,132,10,the Egyptian–Hittite peace treaty,Any History,10,11
2025 ACF Nationals,Cormac Beirne,LSE,78,10,the Egyptian–Hittite peace treaty,Any History,10,11
2025 ACF Nationals,Todd Maslyk,Michigan,80,-5,the Egyptian–Hittite peace treaty,Any History,10,11
2025 ACF Nationals,Cade Reinberger,RIT,132,10,the Egyptian–Hittite peace treaty,Any History,10,11
2025 ACF Nationals,Aiden Dartley,Rutgers,80,10,the Egyptian–Hittite peace treaty,Any History,10,11
2025 ACF Nationals,Andrew Zeng,Stanford,89,10,the Egyptian–Hittite peace treaty,Any History,10,11
2025 ACF Nationals,Joey Sun,Toronto B,92,10,the Egyptian–Hittite peace treaty,Any History,10,11
2025 ACF Nationals,Gareth Thorlakson,Toronto A,78,10,the Egyptian–Hittite peace treaty,Any History,10,11
2025 ACF Nationals,Parth Jagtap,Toronto C,121,10,the Egyptian–Hittite peace treaty,Any History,10,11
2025 ACF Nationals,Yash Mandavia,Illinois B,132,10,the Egyptian–Hittite peace treaty,Any History,10,11
2025 ACF Nationals,Gavin Markoff,Vanderbilt,80,10,the Egyptian–Hittite peace treaty,Any History,10,11
2025 ACF Nationals,John John Groger,WUSTL B,83,10,the Egyptian–Hittite peace treaty,Any History,10,11
2025 ACF Nationals,Micah Colman,Waterloo B,113,10,the Egyptian–Hittite peace treaty,Any History,10,11
2025 ACF Nationals,Stefan Stealey-Euchner,Arizona State,114,10,standard errors,Social Science,11,11
2025 ACF Nationals,Liam Starnes,Chicago B,108,-5,standard errors,Social Science,11,11
2025 ACF Nationals,Joy An,Harvard,128,0,standard errors,Social Science,11,11
2025 ACF Nationals,William Groger,Columbia B,128,0,standard errors,Social Science,11,11
2025 ACF Nationals,Henry Bon,Winona State,128,0,standard errors,Social Science,11,11
2025 ACF Nationals,Amogh Kulkarni,Georgia State,92,10,standard errors,Social Science,11,11
2025 ACF Nationals,Akshar Goyal,Illinois A,128,0,standard errors,Social Science,11,11
2025 ACF Nationals,Adam Fine,Chicago A,128,0,standard errors,Social Science,11,11
2025 ACF Nationals,Chris Sims,Northwestern,28,10,standard errors,Social Science,11,11
2025 ACF Nationals,Conor Thompson,Iowa State,119,-5,standard errors,Social Science,11,11
2025 ACF Nationals,Ian Lu,Georgia Tech,119,0,standard errors,Social Science,11,11
2025 ACF Nationals,David Bass,Johns Hopkins,93,-5,standard errors,Social Science,11,11
2025 ACF Nationals,Richard Niu,Cornell A,128,10,standard errors,Social Science,11,11
2025 ACF Nationals,Jonathan Huang,MIT,119,10,standard errors,Social Science,11,11
2025 ACF Nationals,Simon Zimmerman,Ohio State,128,0,standard errors,Social Science,11,11
2025 ACF Nationals,Andy Yu,Maryland,128,10,standard errors,Social Science,11,11
2025 ACF Nationals,Graham Troy,North Carolina B,93,10,standard errors,Social Science,11,11
2025 ACF Nationals,James Wang,Ottawa,128,10,standard errors,Social Science,11,11
2025 ACF Nationals,Albert Yingzhi Nyang,LSE,93,10,standard errors,Social Science,11,11
2025 ACF Nationals,Cade Reinberger,RIT,119,10,standard errors,Social Science,11,11
2025 ACF Nationals,Benjamin McAvoy-Bickford,North Carolina A,73,10,standard errors,Social Science,11,11
2025 ACF Nationals,Tim Morrison,Stanford,75,10,standard errors,Social Science,11,11
2025 ACF Nationals,Jisoo Yoo,Texas,93,-5,standard errors,Social Science,11,11
2025 ACF Nationals,Raymond Chen,Toronto B,128,0,standard errors,Social Science,11,11
2025 ACF Nationals,Neal Joshi,WUSTL A,119,10,standard errors,Social Science,11,11
2025 ACF Nationals,Parth Jagtap,Toronto C,92,-5,standard errors,Social Science,11,11
2025 ACF Nationals,Shardul Rao,Minnesota,128,0,standard errors,Social Science,11,11
2025 ACF Nationals,Thomas Tibbetts,UCF,90,-5,standard errors,Social Science,11,11
2025 ACF Nationals,Yash Mandavia,Illinois B,128,10,standard errors,Social Science,11,11
2025 ACF Nationals,Joseph Chambers,Virginia,76,10,standard errors,Social Science,11,11
2025 ACF Nationals,Ryan Rosenberg,NYU,89,10,standard errors,Social Science,11,11
2025 ACF Nationals,Tai Belke,British Columbia,128,10,standard errors,Social Science,11,11
2025 ACF Nationals,Bryan Ugaz,Arizona State,108,10,well,Literature - British Literature,12,11
2025 ACF Nationals,Alvin Guo,Chicago B,143,10,well,Literature - British Literature,12,11
2025 ACF Nationals,Eve Fleisig,UC Berkeley A,121,10,well,Literature - British Literature,12,11
2025 ACF Nationals,Henry Bon,Winona State,153,10,well,Literature - British Literature,12,11
2025 ACF Nationals,Amogh Kulkarni,Georgia State,108,10,well,Literature - British Literature,12,11
2025 ACF Nationals,Ned Tagtmeier,Chicago A,109,10,well,Literature - British Literature,12,11
2025 ACF Nationals,Jakob Myers,Indiana,120,10,well,Literature - British Literature,12,11
2025 ACF Nationals,Guy Indorante,Iowa State,133,-5,well,Literature - British Literature,12,11
2025 ACF Nationals,Kevin Wang,Georgia Tech,152,10,well,Literature - British Literature,12,11
2025 ACF Nationals,Richard Niu,Cornell A,128,10,well,Literature - British Literature,12,11
2025 ACF Nationals,Noah Chin,Virginia Tech,144,10,well,Literature - British Literature,12,11
2025 ACF Nationals,Roxanne Tang,Ohio State,147,10,well,Literature - British Literature,12,11
2025 ACF Nationals,Sarod Nori,Cornell B,151,10,well,Literature - British Literature,12,11
2025 ACF Nationals,Maude-Sophie Lockman,Ottawa,142,-5,well,Literature - British Literature,12,11
2025 ACF Nationals,Anuttam Ramji,UC Berkeley B,153,10,well,Literature - British Literature,12,11
2025 ACF Nationals,Albert Yingzhi Nyang,LSE,115,10,well,Literature - British Literature,12,11
2025 ACF Nationals,Rachel Fanous,Michigan,147,10,well,Literature - British Literature,12,11
2025 ACF Nationals,Aiden Dartley,Rutgers,144,10,well,Literature - British Literature,12,11
2025 ACF Nationals,Andrew Zeng,Stanford,141,10,well,Literature - British Literature,12,11
2025 ACF Nationals,Raymond Chen,Toronto B,139,10,well,Literature - British Literature,12,11
2025 ACF Nationals,Tony Chen,Toronto A,115,10,well,Literature - British Literature,12,11
2025 ACF Nationals,Joel Miles,Minnesota,119,10,well,Literature - British Literature,12,11
2025 ACF Nationals,Thomas Tibbetts,UCF,120,-5,well,Literature - British Literature,12,11
2025 ACF Nationals,Arjun Kala,Illinois B,153,10,well,Literature - British Literature,12,11
2025 ACF Nationals,Eshan Pant,NYU,144,10,well,Literature - British Literature,12,11
2025 ACF Nationals,Caleb Ott,Waterloo B,106,10,well,Literature - British Literature,12,11
2025 ACF Nationals,Bryan Ugaz,Arizona State,106,10,collisions,Science - Physics,13,11
2025 ACF Nationals,Joy An,Harvard,101,10,collisions,Science - Physics,13,11
2025 ACF Nationals,Rohan Shelke,UC Berkeley A,107,10,collisions,Science - Physics,13,11
2025 ACF Nationals,Derek Chen,Columbia B,105,10,collisions,Science - Physics,13,11
2025 ACF Nationals,Leo Law,Florida,100,10,collisions,Science - Physics,13,11
2025 ACF Nationals,Adam Fine,Chicago A,74,10,collisions,Science - Physics,13,11
2025 ACF Nationals,Alex Akridge,Indiana,83,10,collisions,Science - Physics,13,11
2025 ACF Nationals,Rohan Dalal,Georgia Tech,104,10,collisions,Science - Physics,13,11
2025 ACF Nationals,Richard Niu,Cornell A,63,-5,collisions,Science - Physics,13,11
2025 ACF Nationals,Maximilian Niebur,Johns Hopkins,108,10,collisions,Science - Physics,13,11
2025 ACF Nationals,Anurag Sodhi,MIT,101,10,collisions,Science - Physics,13,11
2025 ACF Nationals,Calvin Bostleman,Ohio State,101,10,collisions,Science - Physics,13,11
2025 ACF Nationals,Yared Tadesse,Cornell B,112,10,collisions,Science - Physics,13,11
2025 ACF Nationals,Colin Veevers,Ottawa,86,10,collisions,Science - Physics,13,11
2025 ACF Nationals,Andy Huff,LSE,108,10,collisions,Science - Physics,13,11
2025 ACF Nationals,Cade Reinberger,RIT,92,10,collisions,Science - Physics,13,11
2025 ACF Nationals,Aum Mundhe,Rutgers,99,10,collisions,Science - Physics,13,11
2025 ACF Nationals,Liam Kusalik,Waterloo A,85,10,collisions,Science - Physics,13,11
2025 ACF Nationals,Athena Shadden,Texas,101,10,collisions,Science - Physics,13,11
2025 ACF Nationals,Benjamin Chapman,Toronto A,80,-5,collisions,Science - Physics,13,11
2025 ACF Nationals,Jeremy Cummings,WUSTL A,129,10,collisions,Science - Physics,13,11
2025 ACF Nationals,Shardul Rao,Minnesota,101,10,collisions,Science - Physics,13,11
2025 ACF Nationals,Thomas Tibbetts,UCF,101,10,collisions,Science - Physics,13,11
2025 ACF Nationals,Joseph Chambers,Virginia,101,10,collisions,Science - Physics,13,11
2025 ACF Nationals,Ryan Rosenberg,NYU,88,10,collisions,Science - Physics,13,11
2025 ACF Nationals,Russell Nip,British Columbia,85,10,collisions,Science - Physics,13,11
2025 ACF Nationals,Skand Parvatikar,Arizona State,122,-5,Urbino,History - European History,14,11
2025 ACF Nationals,Jem Burch,Yale,141,0,Urbino,History - European History,14,11
2025 ACF Nationals,Alvin Guo,Chicago B,119,10,Urbino,History - European History,14,11
2025 ACF Nationals,Cooper Roh,Columbia A,69,10,Urbino,History - European History,14,11
2025 ACF Nationals,Henry Bon,Winona State,70,-5,Urbino,History - European History,14,11
2025 ACF Nationals,Elijah Scheinson,Columbia B,141,10,Urbino,History - European History,14,11
2025 ACF Nationals,Qingyu Zhang,Florida,105,10,Urbino,History - European History,14,11
2025 ACF Nationals,Claire Jones,Chicago A,89,10,Urbino,History - European History,14,11
2025 ACF Nationals,Jakob Myers,Indiana,70,-5,Urbino,History - European History,14,11
2025 ACF Nationals,Nikhil Chellam,Northwestern,141,0,Urbino,History - European History,14,11
2025 ACF Nationals,Rohan Dalal,Georgia Tech,124,-5,Urbino,History - European History,14,11
2025 ACF Nationals,Conor Thompson,Iowa State,141,10,Urbino,History - European History,14,11
2025 ACF Nationals,Jacky Xu,Cornell A,89,-5,Urbino,History - European History,14,11
2025 ACF Nationals,Sinecio Morales,Johns Hopkins,118,10,Urbino,History - European History,14,11
2025 ACF Nationals,Noah Chin,Virginia Tech,72,10,Urbino,History - European History,14,11
2025 ACF Nationals,Gus Vanskike,Maryland,70,10,Urbino,History - European History,14,11
2025 ACF Nationals,Brian Hoff,Cornell B,141,0,Urbino,History - European History,14,11
2025 ACF Nationals,Graham Troy,North Carolina B,141,0,Urbino,History - European History,14,11
2025 ACF Nationals,Ryan Sun,UC Berkeley B,117,10,Urbino,History - European History,14,11
2025 ACF Nationals,Albert Yingzhi Nyang,LSE,114,-5,Urbino,History - European History,14,11
2025 ACF Nationals,Mitch McCullar,Penn State,141,10,Urbino,History - European History,14,11
2025 ACF Nationals,Chris Scheri,RIT,125,-5,Urbino,History - European History,14,11
2025 ACF Nationals,Todd Maslyk,Michigan,141,0,Urbino,History - European History,14,11
2025 ACF Nationals,Aiden Dartley,Rutgers,118,10,Urbino,History - European History,14,11
2025 ACF Nationals,Michael Du,Waterloo A,86,-5,Urbino,History - European History,14,11
2025 ACF Nationals,Michał Gerasimiuk,Stanford,141,10,Urbino,History - European History,14,11
2025 ACF Nationals,Raymond Chen,Toronto B,119,-5,Urbino,History - European History,14,11
2025 ACF Nationals,Bryce Cruise,Texas,141,10,Urbino,History - European History,14,11
2025 ACF Nationals,Sky Li,Toronto A,105,10,Urbino,History - European History,14,11
2025 ACF Nationals,Shardul Rao,Minnesota,120,-5,Urbino,History - European History,14,11
2025 ACF Nationals,Parth Jagtap,Toronto C,141,0,Urbino,History - European History,14,11
2025 ACF Nationals,Gabriel Dubowski,Illinois B,119,-5,Urbino,History - European History,14,11
